symbol,entry_time,exit_time,entry_price,exit_price,units,leverage,gross_pnl_usdt,entry_fee_usdt,exit_fee_usdt,slippage_cost_usdt,funding_cost_usdt,borrow_cost_usdt,net_pnl_usdt,gross_ret_pct,exit_reason,bars_held
ETHUSDT,2024-09-23 00:00:00,2024-09-24 04:00:00,2582.2804949999995,2626.076305,57.44383522353685,1.0,2515.799293121358,118.76388731443808,120.6815156390836,75.4636791139742,0.0,0.0,2276.353890167836,1.6960128880189889,SIGNAL_EXIT,7
BNBUSDT,2024-09-24 04:00:00,2024-09-24 08:00:00,606.8032499999999,601.8989,248.2033971683389,1.0,-1217.2763309025202,120.58497042657233,119.51468138550905,74.73404288739168,0.0,0.0,-1457.3759827146014,-0.8082273784789237,SIGNAL_EXIT,1
ETHUSDT,2024-09-24 08:00:00,2024-09-24 12:00:00,2648.3235,2635.5415700000003,56.32031660061937,1.0,-719.882344366935,119.41906964040064,118.74762850919478,74.25439501574375,0.0,0.0,-958.0490425165303,-0.48264232069834545,SIGNAL_EXIT,1
BNBUSDT,2024-09-24 12:00:00,2024-09-25 00:00:00,604.1018999999999,605.4970999999999,245.31810838134749,1.0,342.2678248136671,118.65263040638743,118.83152256191327,74.30685502871565,0.0,0.0,104.78367184536641,0.230954413485547,SIGNAL_EXIT,3
SOLUSDT,2024-09-25 00:00:00,2024-09-25 20:00:00,152.81637,147.1995247307143,970.4577802920317,1.0,-5450.911192274803,118.73645734386375,114.28073922416883,214.59828347050743,0.0,0.0,-5683.928388842835,-3.6755520820745216,STOP_LOSS,6
SOLUSDT,2024-09-26 00:00:00,2024-10-01 12:00:00,148.043985,148.117562860545,963.3789172613401,1.0,70.88335962626246,114.18931463278949,114.15466986878427,214.36154832644772,0.0,0.0,-157.46062487531128,0.04970000000001015,STOP_LOSS,34
SOLUSDT,2024-10-01 16:00:00,2024-10-01 16:00:00,149.67479999999998,144.39762081500965,951.8310318101554,1.0,-5022.982908696422,114.06334613288924,109.95370912902577,206.4729139879048,0.0,0.0,-5246.999963958337,-3.5257633115195954,STOP_LOSS,1
SOLUSDT,2024-10-02 04:00:00,2024-10-02 08:00:00,147.2736,147.676125,931.7509516708458,1.0,375.053051821331,109.86574616172256,110.07789600625024,68.83310155467144,0.0,0.0,155.10940965335823,0.27331782478327793,SIGNAL_EXIT,1
SOLUSDT,2024-10-02 16:00:00,2024-10-02 16:00:00,147.53373,144.46638610758615,931.1586054125868,1.0,-2856.1836611808917,109.98983368944523,107.61689489354897,202.08480513309405,0.0,0.0,-3073.7903897638857,-2.0790797415708564,STOP_LOSS,1
BTCUSDT,2024-10-04 20:00:00,2024-10-06 16:00:00,62399.183999999994,62688.64999500001,2.1523674239179957,1.0,623.0371779700379,107.53080137763413,107.94320647890804,67.4982531758947,0.0,0.0,407.5631701134957,0.46389387880459015,SIGNAL_EXIT,11
